datum;vodostaj;
20.09.2013;69;
21.09.2013;32;
22.09.2013;2;
23.09.2013;-18;
24.09.2013;-34;
25.09.2013;-48;
26.09.2013;-42;
27.09.2013;-43;
28.09.2013;-49;
29.09.2013;-54;
30.09.2013;193;
01.10.2013;262;
02.10.2013;140;
03.10.2013;69;
04.10.2013;40;
05.10.2013;-3;
06.10.2013;-17;
07.10.2013;-23;
08.10.2013;-26;
09.10.2013;-19;
10.10.2013;-23;
11.10.2013;8;
12.10.2013;200;
13.10.2013;197;
14.10.2013;185;
15.10.2013;99;
16.10.2013;59;
17.10.2013;41;
18.10.2013;30;
19.10.2013;9;
20.10.2013;-7;
21.10.2013;-2;
22.10.2013;18;
23.10.2013;18;
24.10.2013;0;
25.10.2013;-14;
26.10.2013;-25;
27.10.2013;-33;
28.10.2013;-21;
29.10.2013;-41;
30.10.2013;-24;
31.10.2013;-18;
01.11.2013;-35;
02.11.2013;-48;
03.11.2013;-44;
04.11.2013;105;
05.11.2013;212;
06.11.2013;390;
07.11.2013;290;
08.11.2013;191;
09.11.2013;110;
10.11.2013;240;
11.11.2013;541;
12.11.2013;764;
13.11.2013;709;
14.11.2013;604;
15.11.2013;470;
16.11.2013;314;
17.11.2013;242;
18.11.2013;183;
19.11.2013;141;
20.11.2013;173;
21.11.2013;540;
22.11.2013;576;
23.11.2013;620;
24.11.2013;728;
25.11.2013;667;
26.11.2013;546;
27.11.2013;399;
28.11.2013;255;
29.11.2013;161;
30.11.2013;125;
01.12.2013;110;
02.12.2013;102;
03.12.2013;89;
04.12.2013;74;
05.12.2013;45;
06.12.2013;-1;
07.12.2013;68;
08.12.2013;-17;
09.12.2013;18;
10.12.2013;43;
11.12.2013;4;
12.12.2013;3;
13.12.2013;6;
14.12.2013;0;
15.12.2013;-20;
16.12.2013;-24;
17.12.2013;-15;
18.12.2013;-37;
19.12.2013;-36;
20.12.2013;-37;
21.12.2013;-46;
22.12.2013;-41;
23.12.2013;-47;
24.12.2013;-44;
25.12.2013;-36;
26.12.2013;-51;
27.12.2013;23;
28.12.2013;103;
29.12.2013;69;
30.12.2013;42;
31.12.2013;83;
01.01.2014;78;
02.01.2014;53;
03.01.2014;69;
04.01.2014;133;
05.01.2014;133;
06.01.2014;230;
07.01.2014;187;
08.01.2014;123;
09.01.2014;79;
10.01.2014;71;
11.01.2014;46;
12.01.2014;20;
13.01.2014;2;
14.01.2014;-21;
15.01.2014;30;
16.01.2014;95;
17.01.2014;43;
18.01.2014;111;
19.01.2014;322;
20.01.2014;275;
21.01.2014;311;
22.01.2014;264;
23.01.2014;224;
24.01.2014;188;
25.01.2014;170;
26.01.2014;140;
27.01.2014;140;
28.01.2014;119;
29.01.2014;113;
30.01.2014;65;
31.01.2014;55;
01.02.2014;82;
02.02.2014;150;
03.02.2014;138;
04.02.2014;146;
05.02.2014;133;
06.02.2014;150;
07.02.2014;251;
08.02.2014;382;
09.02.2014;628;
10.02.2014;663;
11.02.2014;618;
12.02.2014;784;
13.02.2014;813;
14.02.2014;766;
15.02.2014;731;
16.02.2014;652;
17.02.2014;597;
18.02.2014;663;
19.02.2014;607;
20.02.2014;568;
21.02.2014;587;
22.02.2014;519;
23.02.2014;562;
24.02.2014;524;
25.02.2014;446;
26.02.2014;341;
27.02.2014;238;
28.02.2014;192;
01.03.2014;184;
02.03.2014;166;
03.03.2014;170;
04.03.2014;161;
05.03.2014;181;
06.03.2014;139;
07.03.2014;144;
08.03.2014;154;
09.03.2014;152;
10.03.2014;118;
11.03.2014;129;
12.03.2014;99;
13.03.2014;79;
14.03.2014;75;
15.03.2014;72;
16.03.2014;41;
17.03.2014;36;
18.03.2014;42;
19.03.2014;37;
20.03.2014;58;
21.03.2014;62;
22.03.2014;18;
23.03.2014;-7;
24.03.2014;70;
25.03.2014;80;
26.03.2014;104;
27.03.2014;83;
28.03.2014;54;
29.03.2014;67;
30.03.2014;68;
31.03.2014;41;
01.04.2014;50;
02.04.2014;19;
03.04.2014;27;
04.04.2014;27;
05.04.2014;0;
06.04.2014;-8;
07.04.2014;14;
08.04.2014;-21;
09.04.2014;-12;
10.04.2014;147;
11.04.2014;127;
12.04.2014;63;
13.04.2014;36;
14.04.2014;17;
15.04.2014;41;
16.04.2014;95;
17.04.2014;84;
18.04.2014;59;
19.04.2014;46;
20.04.2014;51;
21.04.2014;66;
22.04.2014;169;
23.04.2014;209;
24.04.2014;218;
25.04.2014;408;
26.04.2014;334;
27.04.2014;246;
28.04.2014;261;
29.04.2014;414;
30.04.2014;447;
01.05.2014;374;
02.05.2014;285;
03.05.2014;264;
04.05.2014;477;
05.05.2014;542;
06.05.2014;467;
07.05.2014;336;
08.05.2014;200;
09.05.2014;145;
10.05.2014;111;
11.05.2014;82;
12.05.2014;123;
13.05.2014;240;
14.05.2014;301;
15.05.2014;245;
16.05.2014;193;
17.05.2014;235;
18.05.2014;272;
19.05.2014;223;
20.05.2014;138;
21.05.2014;93;
22.05.2014;70;
23.05.2014;60;
24.05.2014;32;
25.05.2014;2;
26.05.2014;-11;
27.05.2014;-6;
28.05.2014;-17;
29.05.2014;3;
30.05.2014;-14;
31.05.2014;-18;
01.06.2014;-24;
02.06.2014;-8;
03.06.2014;-12;
04.06.2014;-31;
05.06.2014;-27;
06.06.2014;-29;
07.06.2014;-45;
08.06.2014;-49;
09.06.2014;-51;
10.06.2014;-53;
11.06.2014;-54;
12.06.2014;-41;
13.06.2014;-30;
14.06.2014;-27;
15.06.2014;-32;
16.06.2014;-56;
17.06.2014;-42;
18.06.2014;-54;
19.06.2014;-58;
20.06.2014;-59;
21.06.2014;-58;
22.06.2014;-56;
23.06.2014;-56;
24.06.2014;-60;
25.06.2014;-51;
26.06.2014;17;
27.06.2014;41;
28.06.2014;26;
29.06.2014;-25;
30.06.2014;-13;
01.07.2014;88;
02.07.2014;73;
03.07.2014;22;
04.07.2014;-4;
05.07.2014;-31;
06.07.2014;-38;
07.07.2014;-43;
08.07.2014;-46;
09.07.2014;-17;
10.07.2014;6;
11.07.2014;263;
12.07.2014;205;
13.07.2014;76;
14.07.2014;20;
15.07.2014;54;
16.07.2014;44;
17.07.2014;6;
18.07.2014;-26;
19.07.2014;-26;
20.07.2014;-40;
21.07.2014;-33;
22.07.2014;-28;
23.07.2014;-38;
24.07.2014;-45;
25.07.2014;-38;
26.07.2014;-40;
27.07.2014;-36;
28.07.2014;10;
29.07.2014;44;
30.07.2014;97;
31.07.2014;236;
01.08.2014;194;
02.08.2014;104;
03.08.2014;70;
04.08.2014;57;
05.08.2014;133;
06.08.2014;170;
07.08.2014;116;
08.08.2014;77;
09.08.2014;41;
10.08.2014;13;
11.08.2014;-3;
12.08.2014;-15;
13.08.2014;-28;
14.08.2014;71;
15.08.2014;419;
16.08.2014;310;
17.08.2014;207;
18.08.2014;107;
19.08.2014;77;
20.08.2014;54;
21.08.2014;101;
22.08.2014;280;
23.08.2014;205;
24.08.2014;146;
25.08.2014;161;
26.08.2014;142;
27.08.2014;121;
28.08.2014;163;
29.08.2014;132;
30.08.2014;86;
31.08.2014;65;
01.09.2014;109;
02.09.2014;369;
03.09.2014;573;
04.09.2014;651;
05.09.2014;694;
06.09.2014;684;
07.09.2014;586;
08.09.2014;467;
09.09.2014;319;
10.09.2014;222;
11.09.2014;415;
12.09.2014;701;
13.09.2014;805;
14.09.2014;828;
15.09.2014;761;
16.09.2014;669;
17.09.2014;570;
18.09.2014;473;
19.09.2014;335;
20.09.2014;193;
21.09.2014;147;
22.09.2014;124;
23.09.2014;230;
24.09.2014;286;
25.09.2014;247;
26.09.2014;141;
27.09.2014;126;
28.09.2014;99;
29.09.2014;59;
30.09.2014;47;
01.10.2014;41;
02.10.2014;51;
03.10.2014;27;
04.10.2014;22;
05.10.2014;16;
06.10.2014;-3;
07.10.2014;-4;
08.10.2014;-4;
09.10.2014;-14;
10.10.2014;-22;
11.10.2014;-26;
12.10.2014;-24;
13.10.2014;-30;
14.10.2014;-34;
15.10.2014;91;
16.10.2014;518;
17.10.2014;415;
18.10.2014;287;
19.10.2014;173;
20.10.2014;133;
21.10.2014;105;
22.10.2014;217;
23.10.2014;615;
24.10.2014;722;
25.10.2014;805;
26.10.2014;753;
27.10.2014;664;
28.10.2014;564;
29.10.2014;453;
30.10.2014;294;
31.10.2014;160;
01.11.2014;114;
02.11.2014;91;
03.11.2014;78;
04.11.2014;59;
05.11.2014;66;
06.11.2014;104;
07.11.2014;271;
08.11.2014;466;
09.11.2014;386;
10.11.2014;260;
11.11.2014;213;
12.11.2014;200;
13.11.2014;204;
14.11.2014;214;
15.11.2014;196;
16.11.2014;161;
17.11.2014;164;
18.11.2014;288;
19.11.2014;533;
20.11.2014;553;
21.11.2014;424;
22.11.2014;276;
23.11.2014;164;
24.11.2014;110;
25.11.2014;119;
26.11.2014;105;
27.11.2014;91;
28.11.2014;74;
29.11.2014;107;
30.11.2014;294;
01.12.2014;241;
02.12.2014;290;
03.12.2014;278;
04.12.2014;222;
05.12.2014;194;
06.12.2014;214;
07.12.2014;234;
08.12.2014;289;
09.12.2014;272;
10.12.2014;234;
11.12.2014;196;
12.12.2014;141;
13.12.2014;83;
14.12.2014;67;
15.12.2014;66;
16.12.2014;54;
17.12.2014;90;
18.12.2014;179;
19.12.2014;154;
20.12.2014;95;
21.12.2014;66;
22.12.2014;37;
23.12.2014;27;
24.12.2014;18;
25.12.2014;5;
26.12.2014;9;
27.12.2014;8;
28.12.2014;9;
29.12.2014;2;
30.12.2014;-3;
31.12.2014;3;
